ACCOUNT_NUMBER	CUSTOMER_TYPE	ACCOUNT_TYPE	PRODUCT_NAME	OPEN_DATE	ACCT_AGE_YEARS	CURRENT_BALANCE	CUSTOMER_ID	STATE	COUNTRY	BIRTH_DATE	AGE	AGE_CATEGORY	GENDER	CITIZENSHIP	RESIDENCY_COUNTRY	OCCUPATION	INCOME	NAICS	AVG_TRXNS_WEEK	AVG_TRXN_AMT	TRXN_AMT_MONTHLY	REGISTRATION_COUNTRY	REGISTRATION_DATE	ACCT_OPEN_CHANNEL	NNM	OFAC	314b	ALERT	FP	FN
0089c67d-3955-4000-bd92-edd8a2cff028	INDIVIDUAL	Checking	SR Visa Signature Rewards		39.22	3082988.0	0089c67d-3955-4000-bd92-edd8a2cff028		267.0		73.3	60+	Unknown		267.0	Dental Manager Asst			2.48	398550.17	1699816.2352941176	267.0			No	No	No	Yes	Yes	No
009b61fc-6973-4015-96b5-c79e393c4cdd	INDIVIDUAL	Loan	Money Market Savings		48.4	33182944.0	009b61fc-6973-4015-96b5-c79e393c4cdd		267.0		84.3	60+	A		267.0				2.45	441393.06	1442234.862121212	254.0			No	No	No	Yes	Yes	No
009b957b-53d2-475a-a535-3e7ab25cbdda	INDIVIDUAL	Certificate of Deposit	POD Savings Account		48.4	30080961.0	009b957b-53d2-475a-a535-3e7ab25cbdda		267.0		77.1	60+	Unknown		267.0	Lockheed Manager			2.2199999999999998	113195.3	789487.6	254.0			No	No	No	Yes	Yes	No
00a0708a-432c-4487-9178-074881ccfa1a	INDIVIDUAL	Checking	PREFERRED CHECKING		10.58	257630.0	00a0708a-432c-4487-9178-074881ccfa1a		267.0		30.7	31-45	A		267.0	TRUCK DRIVER	0.0		0.14	24053.45	173337.55555555556	267.0			No	No	No	Yes	Yes	No
00ad4324-a32d-4666-ae33-17e544e25f6e	INDIVIDUAL	Other	DN  Indirect New		33.6	14093676.0	00ad4324-a32d-4666-ae33-17e544e25f6e		267.0		53.8	46-60	B		267.0	Office Manager	0.0		2.54	135516.04	901177.6142857142	254.0			No	No	No	Yes	Yes	No
00c85ffa-421a-4ef7-8f33-4b183eafab03	INDIVIDUAL	Checking	BUSINESS CHECKING		3.4	2017897.0	00c85ffa-421a-4ef7-8f33-4b183eafab03		267.0		61.1	60+	B		267.0	FLORIST/ BAKER	0.0		0.56	107823.21	618678.8769230769	267.0			No	No	No	Yes	No	Yes
00dba716-c2e0-48ac-b7f2-2d639c9e8064	BUSINESS	Checking	DD D-BM		17.9	14515074.0	00dba716-c2e0-48ac-b7f2-2d639c9e8064		267.0				Unknown		267.0			448210.0	0.63	205278.12	839964.5714285715	267.0			No	No	No	Yes	Yes	No
00e6e9e3-6478-461f-971f-881d76a8c849	BUSINESS	Checking	DD D-XC		4.52	39779777.0	00e6e9e3-6478-461f-971f-881d76a8c849		267.0				Unknown		267.0			448210.0	47.79	6199916.76	11694532.651515152	267.0			No	No	No	Yes	No	Yes
00ec9040-b974-4ca7-b993-f27e0138ebd9	INDIVIDUAL	Certificate of Deposit	Checking Account		41.07	6111790.0	00ec9040-b974-4ca7-b993-f27e0138ebd9		267.0		55.3	46-60	B		267.0	office clerk			0.53	75977.95	543890.0333333333	267.0			No	No	No	Yes	Yes	No
00f25be2-02a1-4d79-a6ed-3e4523d09681	INDIVIDUAL	Certificate of Deposit	Checking Account		16.85	1525743.0	00f25be2-02a1-4d79-a6ed-3e4523d09681		267.0		63.5	60+	Unknown		267.0	Court Reporter			0.44	55995.94	354589.0888888889	267.0			No	No	No	Yes	Yes	No
00f7cf24-8fa8-4b95-92b8-259a8fea6a7b	INDIVIDUAL	Certificate of Deposit	Checking Account		28.65	6199315.0	00f7cf24-8fa8-4b95-92b8-259a8fea6a7b		267.0		16.5	18-30	Unknown		267.0				0.27	35662.81	224675.7	267.0			No	No	No	Yes	No	Yes
010021f1-acdd-4c12-8854-60506fa925a5	BUSINESS	Checking	DD D-14		4.77	0.0	010021f1-acdd-4c12-8854-60506fa925a5		267.0				Unknown		267.0			454110.0	9.709999999999999	2505811.4	4277954.357142857	267.0			No	No	No	Yes	Yes	No
010ad5d0-57dc-4b0c-8440-60b8ca5aad05	INDIVIDUAL	Loan	CONSUMER INSTALLMENT		4.98	160228.0	010ad5d0-57dc-4b0c-8440-60b8ca5aad05		267.0		59.1	46-60	B		267.0	COST TRACKER	0.0		0.54	61725.63	318124.3846153846	267.0			No	No	No	Yes	No	Yes
01268add-29b9-41ef-a3fa-dba751697df3	INDIVIDUAL	Certificate of Deposit	Checking Account		14.58	134470.0	01268add-29b9-41ef-a3fa-dba751697df3		267.0		24.7	18-30	Unknown		267.0	Supervisor			0.44	59590.73	565622.3999999999	254.0			No	No	No	Yes	Yes	No
01280814-2766-42c3-8c5d-9ae230aab99b	INDIVIDUAL	Certificate of Deposit	Checking Account		13.4	46542.0	01280814-2766-42c3-8c5d-9ae230aab99b		267.0		29.6	18-30	A		267.0	RETAILS			1.22	61683.37	270271.1818181819	267.0			No	No	No	Yes	Yes	No
012b7679-7c90-446c-b991-56e53536804b	INDIVIDUAL	Loan	Money Market Savings		46.89	39258827.0	012b7679-7c90-446c-b991-56e53536804b		267.0		66.1	60+	Unknown		267.0	School Secretary			1.84	255627.99	1493203.7277777777	254.0			No	No	No	Yes	No	Yes
0132695e-4a01-4331-b597-b44cb1d9e35f	INDIVIDUAL	Certificate of Deposit	Checking Account		30.61	20756.0	0132695e-4a01-4331-b597-b44cb1d9e35f		267.0		50.1	46-60	Unknown		267.0		0.0		0.53	118817.83	857659.9038461539	267.0			No	No	No	Yes	Yes	No
013a5809-4acf-4c38-9e1e-5deb9671af24	INDIVIDUAL	Loan	Money Market Savings		28.94	4699163.0	013a5809-4acf-4c38-9e1e-5deb9671af24		267.0		63.3	60+	Unknown		267.0		0.0		0.61	96113.94	464877.6428571429	254.0			No	No	No	Yes	Yes	No
01402238-9a0d-43e8-94b7-2d44ced789a7	INDIVIDUAL	Savings	AMERICAN SELECT SAV		9.79	10956793.0	01402238-9a0d-43e8-94b7-2d44ced789a7		267.0		91.7	60+	B		267.0	beautician	0.0		1.0	49394.0	49394.0	267.0			No	No	No	Yes	Yes	No
0143f39e-2e77-4e37-a69d-ace82f8b980d	INDIVIDUAL	Certificate of Deposit	POD Savings Account		43.75	10199511.0	0143f39e-2e77-4e37-a69d-ace82f8b980d		267.0		39.2	31-45	Unknown		267.0	Maintenance			0.2	77742.61	383160.0	267.0			No	No	No	Yes	Yes	No
017854e6-01aa-4fa4-aef9-0c3ff2273615	INDIVIDUAL	Certificate of Deposit	Checking Account		15.52	12364407.0	017854e6-01aa-4fa4-aef9-0c3ff2273615		267.0		34.1	31-45	Unknown		267.0				0.54	64658.44	457657.6060606061	267.0			No	No	No	Yes	Yes	No
017a4893-af81-4f34-85a8-f032f9dc590c	BUSINESS	Loan	LN CR- 60M		3.93	65426414.0	017a4893-af81-4f34-85a8-f032f9dc590c		267.0				Unknown		267.0			448210.0	0.37	53511.08	416338.6071428571	267.0			No	No	No	Yes	Yes	No
019364d2-25ad-4080-a16b-e929270b9be9	INDIVIDUAL	Certificate of Deposit	POD Savings Account		40.3	6621418.0	019364d2-25ad-4080-a16b-e929270b9be9		267.0		62.8	60+	Unknown		267.0		0.0		0.33999999999999997	25433.15	223656.375	267.0			No	No	No	Yes	Yes	No
0195e338-d2b7-46fb-849a-ba99b8347816	INDIVIDUAL	Other	Trust Savings Account		26.86	39522170.0	0195e338-d2b7-46fb-849a-ba99b8347816		267.0		75.0	60+	Unknown		267.0	Teacher			2.68	249525.97999999998	1263393.0	267.0			No	No	No	Yes	Yes	No
0198c554-a1f7-4d8c-a0cd-dc1a9c84b940	INDIVIDUAL	Certificate of Deposit	POD Savings Account		24.11	6871290.0	0198c554-a1f7-4d8c-a0cd-dc1a9c84b940		267.0		27.3	18-30	A		267.0	PERSONAL TRAINER			0.5	98228.09	419106.5333333333	267.0			No	No	No	Yes	Yes	No
01a34993-3509-4524-998a-960c99c4850d	INDIVIDUAL	Other	IRA Rollover Savings		47.32	6389988.0	01a34993-3509-4524-998a-960c99c4850d		267.0		72.9	60+	Unknown		267.0	owner			2.82	140557.13999999998	1284963.9980158731	254.0			No	No	No	Yes	No	Yes
01a79699-7ed9-458a-a18e-bde45f0a16aa	INDIVIDUAL	Certificate of Deposit	Checking Account		28.75	2905780.0	01a79699-7ed9-458a-a18e-bde45f0a16aa		267.0		53.3	46-60	Unknown		267.0				2.16	426195.68999999994	1726500.8823529412	254.0			No	No	No	Yes	No	Yes
01a9863a-74b4-4047-b4c2-98d27c7f6aa9	INDIVIDUAL	Checking	SR Visa Signature Rewards		26.9	1330462.0	01a9863a-74b4-4047-b4c2-98d27c7f6aa9		267.0		34.3	31-45	Unknown		267.0				0.57	69669.47	369854.3538461539	267.0			No	No	No	Yes	Yes	No
01b0f641-929a-4dc4-a421-a8dc43f17c21	INDIVIDUAL	Certificate of Deposit	POD Savings Account		10.08	6276789.0	01b0f641-929a-4dc4-a421-a8dc43f17c21		267.0		30.0	18-30	A		267.0	Desk Receptionist			2.42	141322.8	408584.4666666667	267.0			No	No	No	Yes	No	Yes
01c38c3c-7ebf-45f5-b2b0-c80e657bac7f	INDIVIDUAL	Certificate of Deposit	Checking Account		13.65	644121.0	01c38c3c-7ebf-45f5-b2b0-c80e657bac7f		267.0		43.7	31-45	Unknown		267.0	Tax Accountant			1.18	176827.7	677640.4705882353	267.0			No	No	No	Yes	No	Yes
01f7e2ed-1f63-4411-bfe9-7b1598d0cd73	INDIVIDUAL	Loan	LN CR- 60M		9.45	787567165.0	01f7e2ed-1f63-4411-bfe9-7b1598d0cd73		254.0		53.8	46-60	A		254.0				16.67	2040227.35	9484647.967879588	254.0			No	No	No	Yes	Yes	No
0202070e-44ae-485c-848a-a6b4debc261e	INDIVIDUAL	Other	DU Indirect Used		10.51	6221979.0	0202070e-44ae-485c-848a-a6b4debc261e		267.0		44.4	31-45	B		267.0	Family Assistant			0.79	168425.81	1034948.5666666667	267.0			No	No	No	Yes	Yes	No
0207db79-2b69-4acd-83a8-cab93bdc5219	INDIVIDUAL	Savings	Adj Rate 1st Deed		24.41	94935864.0	0207db79-2b69-4acd-83a8-cab93bdc5219		267.0		48.1	46-60	B		267.0	RECRUITER	0.0		0.64	139843.77	1508950.1856060605	254.0			No	No	No	Yes	Yes	No
0208251b-3960-460a-8a7c-a5e1f5841d62	INDIVIDUAL	Other	CX Used Auto		14.74	7441811.0	0208251b-3960-460a-8a7c-a5e1f5841d62		267.0		64.1	60+	Unknown		267.0				2.43	222282.1	493476.3571428572	267.0			No	No	No	Yes	Yes	No
0210a25f-1861-4066-92ee-efd1ce6f93b4	INDIVIDUAL	Loan	CONSUMER INSTALLMENT		17.0	86785.0	0210a25f-1861-4066-92ee-efd1ce6f93b4		267.0		57.7	46-60	B		267.0	MANAGER	0.0		0.47	124467.14	849876.8714285714	267.0			No	No	No	Yes	Yes	No
0218582b-492b-4f0d-9aa1-b19ae9bd1749	INDIVIDUAL	Checking	PREFERRED CHECKING		28.71	776705.0	0218582b-492b-4f0d-9aa1-b19ae9bd1749		267.0		44.5	31-45	A		267.0		0.0		0.44	76968.34	376595.0833333333	267.0			No	No	No	Yes	Yes	No
022772da-c96e-4131-b4c2-1832fb2a579e	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		40.09	59271693.0	022772da-c96e-4131-b4c2-1832fb2a579e		267.0		60.9	60+	B		267.0	INSPECTOR			3.73	432821.36	1956197.6714285715	254.0			No	No	No	Yes	No	Yes
0227b048-52f6-486d-a282-03cfdf011b71	INDIVIDUAL	Loan	Money Market Savings		10.59	6345651.0	0227b048-52f6-486d-a282-03cfdf011b71		267.0		56.3	46-60	B		267.0	METROLOGY			0.23	52296.89	342731.375	267.0			No	No	No	Yes	Yes	No
022a41f8-a181-4412-9edb-13e7d4fa82ad	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		8.84	116811665.0	022a41f8-a181-4412-9edb-13e7d4fa82ad		267.0		58.9	46-60	A		267.0	CEO			0.8200000000000001	104483.08	590962.2291666666	267.0			No	No	No	Yes	No	Yes
022b7d25-8040-4e09-a27a-6b9abf7eae2a	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		23.54	75472158.0	022b7d25-8040-4e09-a27a-6b9abf7eae2a		267.0		69.6	60+	Unknown		267.0	Eng			0.79	55475.8	290344.7307692308	267.0			No	No	No	Yes	Yes	No
022cc6ac-29bc-43a0-8285-720be3374a44	INDIVIDUAL	Loan	Money Market Savings		40.37	6098692.0	022cc6ac-29bc-43a0-8285-720be3374a44		267.0		64.6	60+	Unknown		267.0		0.0		0.21	20636.96	168412.375	267.0			No	No	No	Yes	Yes	No
02337a26-5615-4fa5-9774-b05fbfc31a0d	INDIVIDUAL	Loan	LN CR- 36M		17.14	125594745.0	02337a26-5615-4fa5-9774-b05fbfc31a0d		254.0		50.1	46-60	A		254.0	SECRETARY			6.11	718329.21	2570061.657936508	254.0			No	No	No	Yes	Yes	No
024461a4-26c7-4594-af28-1f0c2edffb9b	INDIVIDUAL	Checking	PLATINUM CHECKING		42.88	26850799.0	024461a4-26c7-4594-af28-1f0c2edffb9b		267.0		87.3	60+	B		267.0	RETIRED SECRETARY	0.0		1.3	234098.55	609274.0	267.0			No	No	No	Yes	Yes	No
02581a15-f775-4ef4-87a8-a36a8ef25e5a	INDIVIDUAL	Certificate of Deposit	Fixed 10 or 15 Yr 1st Mortgage		29.13	50001983.0	02581a15-f775-4ef4-87a8-a36a8ef25e5a		267.0		55.3	46-60	Unknown		267.0		0.0		1.07	126070.29	540331.6875	267.0			No	No	No	Yes	Yes	No
02696a8d-bcba-4454-9e5d-94fe6a2f1065	BUSINESS	Certificate of Deposit	POD Savings Account		25.65	5078.0	02696a8d-bcba-4454-9e5d-94fe6a2f1065		267.0				Unknown		267.0			455219.0	0.14	57799.85	597815.6	267.0			No	No	No	Yes	Yes	No
026ad40b-614d-48b6-a12e-f7ad94198543	INDIVIDUAL	Other	IRA Rollover 6 Month		48.4	16220794.0	026ad40b-614d-48b6-a12e-f7ad94198543		267.0		91.4	60+	Unknown		267.0	ENGINEER			0.53	98001.59	1041980.6666666665	254.0			No	No	No	Yes	Yes	No
027022dc-183e-4be2-9805-de6362d31ef1	BUSINESS	Checking	DD D-28		6.36	0.0	027022dc-183e-4be2-9805-de6362d31ef1		267.0				Unknown		267.0			454110.0	1.0	1847497.0	1847497.0	267.0			No	No	No	Yes	Yes	No
028adc19-3b62-4e2a-aa88-f07df863a1e4	INDIVIDUAL	Loan	PP Visa Platinum Rewards		11.94	157177.0	028adc19-3b62-4e2a-aa88-f07df863a1e4		267.0		26.5	18-30	Unknown		267.0				0.28	47642.43	525148.0	267.0			No	No	No	Yes	No	Yes
029ae920-150a-4cc9-a8ba-8d3b82f16119	INDIVIDUAL	Checking	ICHECKING		4.49	83604.0	029ae920-150a-4cc9-a8ba-8d3b82f16119		267.0		20.6	18-30	B		267.0	CASHIER	0.0		0.33	94356.85	569136.5555555555	267.0			No	No	No	Yes	No	Yes
02b788e2-40a0-472e-a85e-2d363873489a	INDIVIDUAL	Other	CM New Auto		29.71	22415006.0	02b788e2-40a0-472e-a85e-2d363873489a		267.0		45.7	46-60	A		267.0	Account Manager			1.8399999999999999	138222.87	549711.125	267.0			No	No	No	Yes	No	Yes
02c39743-17e8-4460-84ae-10e9feb71bb1	INDIVIDUAL	Checking	DD D-31		6.25	533617619.0	02c39743-17e8-4460-84ae-10e9feb71bb1		267.0				B		267.0				0.23	36776.57	234844.7	267.0			No	No	No	Yes	Yes	No
02c57a03-ecb7-4be9-92b8-f15e4f928d88	INDIVIDUAL	Loan	Money Market Savings		18.57	1471620.0	02c57a03-ecb7-4be9-92b8-f15e4f928d88		267.0		28.5	18-30	Unknown		267.0	Software Engineer			0.48	64635.15	524140.75	267.0			No	No	No	Yes	Yes	No
02c57cd1-e5a1-4409-a261-e40aa793c894	INDIVIDUAL	Other	CM New Auto		38.86	11976819.0	02c57cd1-e5a1-4409-a261-e40aa793c894		267.0		55.2	46-60	Unknown		267.0		0.0		1.4	149704.72	1237728.4	254.0			No	No	No	Yes	Yes	No
02c796d3-62b7-44e1-b507-237e4f0d4fb7	INDIVIDUAL	Other	DU Indirect Used		36.15	11194487.0	02c796d3-62b7-44e1-b507-237e4f0d4fb7		267.0		69.3	60+	Unknown		267.0	Retired Nurse	0.0		0.59	114130.06	569400.7571428572	254.0			No	No	No	Yes	No	Yes
02c93d94-6fc9-4686-9dd7-b8a3b2305641	INDIVIDUAL	Savings	DD S-RS		25.09	15074951.0	02c93d94-6fc9-4686-9dd7-b8a3b2305641		254.0		89.7	60+	B		254.0				0.41	45990.02	235425.0833333333	254.0			No	No	No	Yes	Yes	No
02d8332c-2d73-4ce3-bc0d-ea7c78a2ed67	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		14.47	58707691.0	02d8332c-2d73-4ce3-bc0d-ea7c78a2ed67		267.0		66.1	60+	Unknown		267.0	Property Manager			0.9999999999999999	128427.81	726028.4051282051	267.0			No	No	No	Yes	No	Yes
02e1528c-98be-4eec-91c0-baeb22c84115	INDIVIDUAL	Loan	PP Visa Platinum Rewards		9.28	833780.0	02e1528c-98be-4eec-91c0-baeb22c84115		267.0		52.4	46-60	B		267.0	Resident Manager			0.8200000000000001	265524.58999999997	2097964.9523809524	267.0			No	No	No	Yes	No	Yes
02f16537-00da-4c00-accb-81b3a6f0ac68	INDIVIDUAL	Other	DN  Indirect New		19.22	10295833.0	02f16537-00da-4c00-accb-81b3a6f0ac68		267.0		34.9	31-45	B		267.0	Behavior Therapist			2.13	93044.84	283790.2	267.0			No	No	No	Yes	No	Yes
02f79979-7fe2-4d70-a10c-c4235f771566	INDIVIDUAL	Loan	HOME MORTGAGE INSTAL		31.2	13045268.0	02f79979-7fe2-4d70-a10c-c4235f771566		267.0		53.9	46-60	A		267.0	OWNER/OPERATOR	0.0		2.1	290390.43	1577446.5583333333	267.0			No	No	No	Yes	No	Yes
030d59e5-977e-48f4-ab62-5a3e2455c5ac	INDIVIDUAL	Other	Unknown		39.94	132288472.0	030d59e5-977e-48f4-ab62-5a3e2455c5ac		267.0		64.0	60+	A		267.0	Police officer			2.3	237207.28	1886075.4047619049	254.0			No	No	No	Yes	No	Yes
0314121b-615b-4776-83d2-b0a82b0b7134	INDIVIDUAL	Checking	Transfers to Minors Acct		28.09	13657081.0	0314121b-615b-4776-83d2-b0a82b0b7134		267.0		54.4	46-60	Unknown		267.0				0.35	51213.06	264046.54545454547	254.0			No	No	No	Yes	No	Yes
03173723-dc8a-4ac2-822b-766a4c239faa	INDIVIDUAL	Certificate of Deposit	Checking Account		10.18	54596.0	03173723-dc8a-4ac2-822b-766a4c239faa		267.0		40.9	31-45	B		267.0	Kitchen Designer			0.26	66102.89	499312.875	267.0			No	No	No	Yes	Yes	No
03184a72-7c24-4d30-9cc2-299a992c4f2e	INDIVIDUAL	Checking	BUSINESS CHECKING		16.93	4086635.0	03184a72-7c24-4d30-9cc2-299a992c4f2e		267.0		41.3	31-45	A		267.0	AUTO BUYER	0.0		0.41	74458.48	393566.2307692308	267.0			No	No	No	Yes	Yes	No
03394665-00ba-4fac-8f8c-bfb524d5196d	INDIVIDUAL	Other	Trust Savings Account		19.53	20669688.0	03394665-00ba-4fac-8f8c-bfb524d5196d		267.0		71.6	60+	Unknown		267.0				2.11	187724.61000000002	858296.0666666667	267.0			No	No	No	Yes	Yes	No
034911f0-b68e-495b-8cbc-d383c7b5c904	INDIVIDUAL	Certificate of Deposit	POD Savings Account		25.63	5819183.0	034911f0-b68e-495b-8cbc-d383c7b5c904		267.0		51.4	46-60	A		267.0	Systems Engineer	0.0		0.11	5217.21	56644.0	254.0			No	No	No	Yes	Yes	No
034fa4ea-a6b0-4821-88b2-a2f27702fcdd	INDIVIDUAL	Loan	PP Visa Platinum Rewards		7.89	340506.0	034fa4ea-a6b0-4821-88b2-a2f27702fcdd		267.0		24.1	18-30	A		267.0				0.33	56043.990000000005	422423.4666666666	267.0			No	No	No	Yes	Yes	No
0362f0d4-7f03-4563-955b-118f75bd2414	INDIVIDUAL	Certificate of Deposit	Fixed 10 or 15 Yr 1st Mortgage		40.39	14833890.0	0362f0d4-7f03-4563-955b-118f75bd2414		267.0		65.2	60+	Unknown		267.0				0.33	63244.04	367144.0	267.0			No	No	No	Yes	Yes	No
03647bac-c39a-4ef9-992c-f69d53eee036	INDIVIDUAL	Checking	BUSINESS ANALYSIS CK		48.23	35699201.0	03647bac-c39a-4ef9-992c-f69d53eee036		267.0		43.8	31-45	B		267.0	RECEPTIONIST	0.0		0.5700000000000001	66923.59	383585.65454545454	267.0			No	No	No	Yes	Yes	No
0375fc88-ec41-41a1-96ac-ec6aee3dd433	INDIVIDUAL	Other	CM New Auto		8.67	9583795.0	0375fc88-ec41-41a1-96ac-ec6aee3dd433		267.0		41.4	31-45	Unknown		267.0	Dental Hygienist			1.5899999999999999	617891.9	2349263.9285714286	267.0			No	No	No	Yes	No	Yes
03788fe5-2071-4b42-a6e0-dd1cdf521534	INDIVIDUAL	Certificate of Deposit	Checking Account		30.97	132733.0	03788fe5-2071-4b42-a6e0-dd1cdf521534		267.0		33.5	31-45	A		267.0	Machinist			1.83	154854.19	796923.1875	267.0			No	No	No	Yes	Yes	No
0384ca19-df79-41ef-9417-fa402e560679	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		20.21	107246612.0	0384ca19-df79-41ef-9417-fa402e560679		267.0		49.4	46-60	Unknown		267.0				0.1	43855.48	491807.8333333333	267.0			No	No	No	Yes	Yes	No
0388b0d5-3b77-4700-b8c3-8533d6a857b4	INDIVIDUAL	Checking	PREFERRED CHECKING		26.55	107938.0	0388b0d5-3b77-4700-b8c3-8533d6a857b4		267.0		39.6	31-45	A		267.0	DESIGNER	0.0		0.58	60491.51	277108.73333333334	267.0			No	No	No	Yes	Yes	No
0390f5fc-ffc6-4fb2-8df9-04b838a6c085	INDIVIDUAL	Certificate of Deposit	6 MO CD		34.49	13369809.0	0390f5fc-ffc6-4fb2-8df9-04b838a6c085		267.0		64.5	60+	B		267.0	TEACHER	0.0		1.22	40439.02	258114.3333333333	267.0			No	No	No	Yes	Yes	No
0393f4a2-d2fb-4397-8aa9-5b740245c6d6	INDIVIDUAL	Certificate of Deposit	Checking Account		8.45	705396.0	0393f4a2-d2fb-4397-8aa9-5b740245c6d6		267.0		49.6	46-60	B		267.0	Janitor			0.47	79852.03	373186.0	267.0			No	No	No	Yes	Yes	No
03973741-6114-4852-9a62-d004e50a5eef	INDIVIDUAL	Loan	PP Visa Platinum Rewards		6.47	286191.0	03973741-6114-4852-9a62-d004e50a5eef		267.0		29.9	18-30	A		267.0	Technician Assistant			2.19	2041849.69	2316099.8571428573	267.0			No	No	No	Yes	Yes	No
039d26db-82dd-4b4f-bc19-177c49340209	INDIVIDUAL	Checking	NEW AUTOMBILE 2 YEAR		27.56	8063460.0	039d26db-82dd-4b4f-bc19-177c49340209		267.0		36.4	31-45	Unknown		267.0	Winery Manager			1.1	212683.65999999997	1387640.7142857143	254.0			No	No	No	Yes	Yes	No
03a50faa-7260-4b4c-aedc-2eebf8b28893	INDIVIDUAL	Certificate of Deposit	POD Savings Account		19.09	4734243.0	03a50faa-7260-4b4c-aedc-2eebf8b28893		267.0		34.3	31-45	Unknown		267.0				1.13	128908.20000000001	630263.9791666666	254.0			No	No	No	Yes	Yes	No
03a909a8-3d3b-467d-b80b-88844517835c	INDIVIDUAL	Certificate of Deposit	POD Savings Account		10.98	792077.0	03a909a8-3d3b-467d-b80b-88844517835c		267.0		34.7	31-45	A		267.0	Operator			1.5	119216.69	448741.5625	254.0			No	No	No	Yes	Yes	No
03d02db3-9bc5-4621-963c-d38785fbed69	INDIVIDUAL	Certificate of Deposit	CD 12- 12M		10.24	7200172.0	03d02db3-9bc5-4621-963c-d38785fbed69		254.0		56.9	46-60	A		254.0	PUBLIC SERV ADMINIST			2.9	421551.34	1722858.6654411764	254.0			No	No	No	Yes	Yes	No
